LMM_usage_rate,LMM_usage_kbyte,LMM_usage_A_rate,LMM_usage_A_kbyte,LMM_usage_B_rate,LMM_usage_B_kbyte,sparse_rate,A_row_size,A_col_size,B_row_size,B_col_size,A_col_blk,B_col_blk,C_col_blk,NCHIP,W,ARM,DRAIN,CONF,REGV,RANGE,LOAD,EXEC,total
0.27,17.00,0.03,1.00,0.50,16.00,0.10,64,64,64,64,2,64,64,1,4,9031,28183,980,258118,110562,117731,88049,612654
0.27,17.00,0.03,1.00,0.50,16.00,0.20,64,64,64,64,2,64,64,1,4,8890,28262,990,258686,111552,112730,100754,621864
0.27,17.00,0.03,1.00,0.50,16.00,0.30,64,64,64,64,2,64,64,1,4,9042,27923,980,266468,115892,93159,63486,576950
0.27,17.00,0.03,1.00,0.50,16.00,0.40,64,64,64,64,2,64,64,1,4,9081,28043,960,275188,105462,94440,63796,576970
0.27,17.00,0.03,1.00,0.50,16.00,0.50,64,64,64,64,2,64,64,1,4,9430,28073,990,263458,128453,93399,63518,587321
0.27,17.00,0.03,1.00,0.50,16.00,0.60,64,64,64,64,2,64,64,1,4,9281,28024,980,271597,111412,107961,63437,592692
0.27,17.00,0.03,1.00,0.50,16.00,0.70,64,64,64,64,2,64,64,1,4,9352,28023,991,270407,112381,106401,63467,591022
0.27,17.00,0.03,1.00,0.50,16.00,0.80,64,64,64,64,2,64,64,1,4,9121,27673,990,262517,121843,94949,63507,580600
0.27,17.00,0.03,1.00,0.50,16.00,0.85,64,64,64,64,2,64,64,1,4,9240,28184,1000,249256,132953,93880,72378,586891
0.27,17.00,0.03,1.00,0.50,16.00,0.90,64,64,64,64,2,64,64,1,4,9160,28102,970,277389,106881,94752,77177,594431
0.27,17.00,0.03,1.00,0.50,16.00,0.95,64,64,64,64,2,64,64,1,4,9131,28022,960,271229,124912,93940,63427,591621
0.07,4.00,0.01,0.00,0.12,4.00,0.00,32,32,32,32,1,32,32,1,4,13851,10851,530,123303,66387,71658,32043,318623
0.07,4.00,0.01,0.00,0.12,4.00,0.10,32,32,32,32,1,32,32,1,4,6932,11531,520,134134,55145,62717,50985,321964
0.07,4.00,0.01,0.00,0.12,4.00,0.20,32,32,32,32,1,32,32,1,4,9510,11561,510,133614,55676,90699,31534,333104
0.07,4.00,0.01,0.00,0.12,4.00,0.30,32,32,32,32,1,32,32,1,4,14521,11662,490,134824,62097,46584,54246,324424
0.07,4.00,0.01,0.00,0.12,4.00,0.40,32,32,32,32,1,32,32,1,4,12082,11651,520,144614,73729,74438,31412,348446
0.07,4.00,0.01,0.00,0.12,4.00,0.50,32,32,32,32,1,32,32,1,4,6820,11471,500,126124,74787,79878,31634,331214
0.07,4.00,0.01,0.00,0.12,4.00,0.60,32,32,32,32,1,32,32,1,4,6751,11451,500,138616,74698,61266,31552,324834
0.07,4.00,0.01,0.00,0.12,4.00,0.70,32,32,32,32,1,32,32,1,4,7161,11531,520,148906,53156,58206,31523,311003
0.07,4.00,0.01,0.00,0.12,4.00,0.80,32,32,32,32,1,32,32,1,4,7020,10881,500,150346,75048,51155,31224,326174
0.07,4.00,0.01,0.00,0.12,4.00,0.85,32,32,32,32,1,32,32,1,4,6940,11671,520,135453,59787,61086,39165,314622
0.07,4.00,0.01,0.00,0.12,4.00,0.90,32,32,32,32,1,32,32,1,4,6470,11461,521,142355,51625,64847,31903,309182
0.07,4.00,0.01,0.00,0.12,4.00,0.95,32,32,32,32,1,32,32,1,4,7071,11531,490,123312,66168,62265,27014,297851
