LMM_usage_rate,LMM_usage_kbyte,LMM_usage_A_rate,LMM_usage_A_kbyte,LMM_usage_B_rate,LMM_usage_B_kbyte,sparse_rate,A_row_size,A_col_size,B_row_size,B_col_size,A_col_blk,B_col_blk,C_col_blk,NCHIP,W,ARM,DRAIN,CONF,REGV,RANGE,LOAD,EXEC,total,dataset_name
0.96,63.00,0.96,31.00,0.96,31.00,0.10,986,986,986,986,8,8,8,4,4,277986,27921947,105932,9667265,3229206,20259981,16592078,78054395
0.53,34.00,0.56,18.00,0.50,16.00,0.10,512,512,512,512,9,8,8,4,4,49426,2518583,2830,1669883,553340,2554266,2367005,9715333
0.33,21.00,0.16,5.00,0.50,16.00,0.10,256,256,256,256,5,16,16,4,4,30203,642147,1510,830616,276698,795524,366758,2943456
